"id","emotion","x","y","valence","arousal"
"60dc4e2299f89a7ca94b2c91","Nervous",69,245,-181,-5
"65b657de01896fed2ec077eb","Neutral",255,245,5,-5
"65b657de01896fed2ec077eb","Surprised",323,268,73,18
"65b657de01896fed2ec077eb","Aroused",200,279,-50,29
"65b657de01896fed2ec077eb","Peppy",356,219,106,-31
"65b657de01896fed2ec077eb","Enthusiastic",240,285,-10,35
"65b657de01896fed2ec077eb","Happy",448,83,198,-167
"65b657de01896fed2ec077eb","Satisfied",452,145,202,-105
"65b657de01896fed2ec077eb","Relaxed",345,228,95,-22
"65b657de01896fed2ec077eb","Calm",374,221,124,-29
"65b657de01896fed2ec077eb","Sleepy",294,411,44,161
"65b657de01896fed2ec077eb","Still",262,251,12,1
"65b657de01896fed2ec077eb","Quiet",62,367,-188,117
"65b657de01896fed2ec077eb","Sluggish",161,167,-89,-83
"65b657de01896fed2ec077eb","Sad",20,478,-230,228
"65b657de01896fed2ec077eb","Disappointed",44,113,-206,-137
"65b657de01896fed2ec077eb","Disgusted",28,44,-222,-206
"65b657de01896fed2ec077eb","Annoyed",11,3,-239,-247
"65b657de01896fed2ec077eb","Angry",10,38,-240,-212
"65b657de01896fed2ec077eb","Afraid",36,301,-214,51
"65b657de01896fed2ec077eb","Nervous",174,388,-76,138
"6168650925d6f445883ccdd6","Neutral",251,248,1,-2
"6168650925d6f445883ccdd6","Surprised",252,109,2,-141
"6168650925d6f445883ccdd6","Aroused",473,29,223,-221
"6168650925d6f445883ccdd6","Peppy",395,159,145,-91
"6168650925d6f445883ccdd6","Enthusiastic",464,29,214,-221
"6168650925d6f445883ccdd6","Happy",425,73,175,-177
"6168650925d6f445883ccdd6","Satisfied",487,176,237,-74
"6168650925d6f445883ccdd6","Relaxed",492,270,242,20
"6168650925d6f445883ccdd6","Calm",403,344,153,94
"6168650925d6f445883ccdd6","Sleepy",256,492,6,242
"6168650925d6f445883ccdd6","Still",249,346,-1,96
"6168650925d6f445883ccdd6","Quiet",290,358,40,108
"6168650925d6f445883ccdd6","Sluggish",145,303,-105,53
"6168650925d6f445883ccdd6","Sad",93,207,-157,-43
"6168650925d6f445883ccdd6","Disappointed",112,116,-138,-134
"6168650925d6f445883ccdd6","Disgusted",71,72,-179,-178
"6168650925d6f445883ccdd6","Annoyed",121,127,-129,-123
"6168650925d6f445883ccdd6","Angry",10,21,-240,-229
"6168650925d6f445883ccdd6","Afraid",91,88,-159,-162
"6168650925d6f445883ccdd6","Nervous",250,199,0,-51
"647e0f22b1d466181ae694c4","Neutral",254,250,4,0
"647e0f22b1d466181ae694c4","Surprised",255,144,5,-106
"647e0f22b1d466181ae694c4","Aroused",273,23,23,-227
"647e0f22b1d466181ae694c4","Peppy",412,61,162,-189
"647e0f22b1d466181ae694c4","Enthusiastic",428,93,178,-157
"647e0f22b1d466181ae694c4","Happy",440,191,190,-59
"647e0f22b1d466181ae694c4","Satisfied",435,247,185,-3
"647e0f22b1d466181ae694c4","Relaxed",313,226,63,-24
"647e0f22b1d466181ae694c4","Calm",253,247,3,-3
"647e0f22b1d466181ae694c4","Sleepy",253,469,3,219
"647e0f22b1d466181ae694c4","Still",253,251,3,1
"647e0f22b1d466181ae694c4","Quiet",254,250,4,0
"647e0f22b1d466181ae694c4","Sluggish",210,463,-40,213
"647e0f22b1d466181ae694c4","Sad",100,231,-150,-19
"647e0f22b1d466181ae694c4","Disappointed",196,301,-54,51
"647e0f22b1d466181ae694c4","Disgusted",208,251,-42,1
"647e0f22b1d466181ae694c4","Annoyed",70,41,-180,-209
"647e0f22b1d466181ae694c4","Angry",42,64,-208,-186
"647e0f22b1d466181ae694c4","Afraid",44,318,-206,68
"647e0f22b1d466181ae694c4","Nervous",62,199,-188,-51
"5e41a52038926b03b5357afb","Neutral",252,247,2,-3
"5e41a52038926b03b5357afb","Surprised",252,165,2,-85
"5e41a52038926b03b5357afb","Aroused",254,34,4,-216
"5e41a52038926b03b5357afb","Peppy",254,210,4,-40
"5e41a52038926b03b5357afb","Enthusiastic",484,24,234,-226
"5e41a52038926b03b5357afb","Happy",253,55,3,-195
"5e41a52038926b03b5357afb","Satisfied",467,123,217,-127
"5e41a52038926b03b5357afb","Relaxed",252,248,2,-2
"5e41a52038926b03b5357afb","Calm",361,248,111,-2
"5e41a52038926b03b5357afb","Sleepy",248,261,-2,11
"5e41a52038926b03b5357afb","Still",250,256,0,6
"5e41a52038926b03b5357afb","Quiet",252,279,2,29
"5e41a52038926b03b5357afb","Sluggish",250,384,0,134
"5e41a52038926b03b5357afb","Sad",20,484,-230,234
"5e41a52038926b03b5357afb","Disappointed",18,479,-232,229
"5e41a52038926b03b5357afb","Disgusted",74,410,-176,160
"5e41a52038926b03b5357afb","Annoyed",209,494,-41,244
"5e41a52038926b03b5357afb","Angry",16,487,-234,237
"5e41a52038926b03b5357afb","Afraid",141,377,-109,127
"5e41a52038926b03b5357afb","Nervous",139,233,-111,-17
"65a3eab844b50c6810ea62f3","Neutral",252,250,2,0
"65a3eab844b50c6810ea62f3","Surprised",443,274,193,24
"65a3eab844b50c6810ea62f3","Aroused",253,136,3,-114
"65a3eab844b50c6810ea62f3","Peppy",445,34,195,-216
"65a3eab844b50c6810ea62f3","Enthusiastic",252,161,2,-89
"65a3eab844b50c6810ea62f3","Happy",466,54,216,-196
"65a3eab844b50c6810ea62f3","Satisfied",456,250,206,0
"65a3eab844b50c6810ea62f3","Relaxed",475,251,225,1
"65a3eab844b50c6810ea62f3","Calm",300,292,50,42
"65a3eab844b50c6810ea62f3","Sleepy",250,381,0,131
"65a3eab844b50c6810ea62f3","Still",251,425,1,175
"65a3eab844b50c6810ea62f3","Quiet",251,333,1,83
"65a3eab844b50c6810ea62f3","Sluggish",251,466,1,216
"65a3eab844b50c6810ea62f3","Sad",52,380,-198,130
"65a3eab844b50c6810ea62f3","Disappointed",50,433,-200,183
"65a3eab844b50c6810ea62f3","Disgusted",24,250,-226,0
"65a3eab844b50c6810ea62f3","Annoyed",59,247,-191,-3
"65a3eab844b50c6810ea62f3","Angry",31,378,-219,128
"65a3eab844b50c6810ea62f3","Afraid",24,469,-226,219
"65a3eab844b50c6810ea62f3","Nervous",42,445,-208,195
"63626fe174f7db263a4aa8f2","Neutral",254,257,4,7
"63626fe174f7db263a4aa8f2","Surprised",359,156,109,-94
"63626fe174f7db263a4aa8f2","Aroused",352,156,102,-94
"63626fe174f7db263a4aa8f2","Peppy",208,224,-42,-26
"63626fe174f7db263a4aa8f2","Enthusiastic",302,92,52,-158
"63626fe174f7db263a4aa8f2","Happy",398,64,148,-186
"63626fe174f7db263a4aa8f2","Satisfied",376,304,126,54
"63626fe174f7db263a4aa8f2","Relaxed",341,290,91,40
"63626fe174f7db263a4aa8f2","Calm",436,288,186,38
"63626fe174f7db263a4aa8f2","Sleepy",315,310,65,60
"63626fe174f7db263a4aa8f2","Still",489,328,239,78
"63626fe174f7db263a4aa8f2","Quiet",408,365,158,115
"63626fe174f7db263a4aa8f2","Sluggish",76,418,-174,168
"63626fe174f7db263a4aa8f2","Sad",120,327,-130,77
"63626fe174f7db263a4aa8f2","Disappointed",140,184,-110,-66
"63626fe174f7db263a4aa8f2","Disgusted",234,181,-16,-69
"63626fe174f7db263a4aa8f2","Annoyed",107,225,-143,-25
"63626fe174f7db263a4aa8f2","Angry",134,88,-116,-162
"63626fe174f7db263a4aa8f2","Afraid",478,445,228,195
"63626fe174f7db263a4aa8f2","Nervous",166,405,-84,155
"5f0d2ad60ad0d6730c380b05","Neutral",251,247,1,-3
"5f0d2ad60ad0d6730c380b05","Surprised",250,101,0,-149
"5f0d2ad60ad0d6730c380b05","Aroused",250,47,0,-203
"5f0d2ad60ad0d6730c380b05","Peppy",395,98,145,-152
"5f0d2ad60ad0d6730c380b05","Enthusiastic",418,83,168,-167
"5f0d2ad60ad0d6730c380b05","Happy",423,98,173,-152
"5f0d2ad60ad0d6730c380b05","Satisfied",415,217,165,-33
"5f0d2ad60ad0d6730c380b05","Relaxed",421,415,171,165
"5f0d2ad60ad0d6730c380b05","Calm",368,416,118,166
"5f0d2ad60ad0d6730c380b05","Sleepy",250,454,0,204
"5f0d2ad60ad0d6730c380b05","Still",251,443,1,193
"5f0d2ad60ad0d6730c380b05","Quiet",250,406,0,156
"5f0d2ad60ad0d6730c380b05","Sluggish",104,468,-146,218
"5f0d2ad60ad0d6730c380b05","Sad",60,201,-190,-49
"5f0d2ad60ad0d6730c380b05","Disappointed",50,177,-200,-73
"5f0d2ad60ad0d6730c380b05","Disgusted",57,116,-193,-134
"5f0d2ad60ad0d6730c380b05","Annoyed",130,130,-120,-120
"5f0d2ad60ad0d6730c380b05","Angry",79,86,-171,-164
"5f0d2ad60ad0d6730c380b05","Afraid",66,76,-184,-174
"5f0d2ad60ad0d6730c380b05","Nervous",131,95,-119,-155
"6112cc420c68ea993ade2533","Neutral",252,249,2,-1
"6112cc420c68ea993ade2533","Surprised",489,24,239,-226
"6112cc420c68ea993ade2533","Aroused",413,17,163,-233
"6112cc420c68ea993ade2533","Peppy",445,100,195,-150
"6112cc420c68ea993ade2533","Enthusiastic",483,20,233,-230
"6112cc420c68ea993ade2533","Happy",408,27,158,-223
"6112cc420c68ea993ade2533","Satisfied",373,210,123,-40
"6112cc420c68ea993ade2533","Relaxed",408,221,158,-29
"6112cc420c68ea993ade2533","Calm",278,279,28,29
"6112cc420c68ea993ade2533","Sleepy",280,476,30,226
"6112cc420c68ea993ade2533","Still",252,250,2,0
"6112cc420c68ea993ade2533","Quiet",252,248,2,-2
"6112cc420c68ea993ade2533","Sluggish",241,488,-9,238
"6112cc420c68ea993ade2533","Sad",73,423,-177,173
"6112cc420c68ea993ade2533","Disappointed",47,330,-203,80
"6112cc420c68ea993ade2533","Disgusted",3,496,-247,246
"6112cc420c68ea993ade2533","Annoyed",480,452,230,202
"6112cc420c68ea993ade2533","Angry",37,481,-213,231
"6112cc420c68ea993ade2533","Afraid",96,232,-154,-18
"6112cc420c68ea993ade2533","Nervous",20,313,-230,63
"54d2c4e2fdf99b2c319a8cf6","Neutral",250,247,0,-3
"54d2c4e2fdf99b2c319a8cf6","Surprised",250,87,0,-163
"54d2c4e2fdf99b2c319a8cf6","Aroused",479,18,229,-232
"54d2c4e2fdf99b2c319a8cf6","Peppy",438,111,188,-139
"54d2c4e2fdf99b2c319a8cf6","Enthusiastic",459,27,209,-223
"54d2c4e2fdf99b2c319a8cf6","Happy",483,247,233,-3
"54d2c4e2fdf99b2c319a8cf6","Satisfied",379,324,129,74
"54d2c4e2fdf99b2c319a8cf6","Relaxed",485,487,235,237
"54d2c4e2fdf99b2c319a8cf6","Calm",251,432,1,182
"54d2c4e2fdf99b2c319a8cf6","Sleepy",249,473,-1,223
"54d2c4e2fdf99b2c319a8cf6","Still",251,376,1,126
"54d2c4e2fdf99b2c319a8cf6","Quiet",248,483,-2,233
"54d2c4e2fdf99b2c319a8cf6","Sluggish",251,479,1,229
"54d2c4e2fdf99b2c319a8cf6","Sad",81,472,-169,222
"54d2c4e2fdf99b2c319a8cf6","Disappointed",57,352,-193,102
"54d2c4e2fdf99b2c319a8cf6","Disgusted",45,105,-205,-145
"54d2c4e2fdf99b2c319a8cf6","Annoyed",13,15,-237,-235
"54d2c4e2fdf99b2c319a8cf6","Angry",12,68,-238,-182
"54d2c4e2fdf99b2c319a8cf6","Afraid",39,187,-211,-63
"54d2c4e2fdf99b2c319a8cf6","Nervous",196,96,-54,-154
"654bb50c72b2f304d47bfdab","Neutral",261,254,11,4
"654bb50c72b2f304d47bfdab","Surprised",306,62,56,-188
"654bb50c72b2f304d47bfdab","Aroused",262,36,12,-214
"654bb50c72b2f304d47bfdab","Peppy",322,398,72,148
"654bb50c72b2f304d47bfdab","Enthusiastic",387,63,137,-187
"654bb50c72b2f304d47bfdab","Happy",474,239,224,-11
"654bb50c72b2f304d47bfdab","Satisfied",290,203,40,-47
"654bb50c72b2f304d47bfdab","Relaxed",312,395,62,145
"654bb50c72b2f304d47bfdab","Calm",388,472,138,222
"654bb50c72b2f304d47bfdab","Sleepy",399,342,149,92
"654bb50c72b2f304d47bfdab","Still",259,320,9,70
"654bb50c72b2f304d47bfdab","Quiet",80,478,-170,228
"654bb50c72b2f304d47bfdab","Sluggish",115,463,-135,213
"654bb50c72b2f304d47bfdab","Sad",43,247,-207,-3
"654bb50c72b2f304d47bfdab","Disappointed",241,79,-9,-171
"654bb50c72b2f304d47bfdab","Disgusted",123,385,-127,135
"654bb50c72b2f304d47bfdab","Annoyed",24,229,-226,-21
"654bb50c72b2f304d47bfdab","Angry",20,58,-230,-192
"654bb50c72b2f304d47bfdab","Afraid",69,208,-181,-42
"654bb50c72b2f304d47bfdab","Nervous",149,248,-101,-2
"5f6067975552dc000aa21f2a","Neutral",254,249,4,-1
"5f6067975552dc000aa21f2a","Surprised",301,325,51,75
"5f6067975552dc000aa21f2a","Aroused",323,10,73,-240
"5f6067975552dc000aa21f2a","Peppy",199,325,-51,75
"5f6067975552dc000aa21f2a","Enthusiastic",462,30,212,-220
"5f6067975552dc000aa21f2a","Happy",468,159,218,-91
"5f6067975552dc000aa21f2a","Satisfied",463,31,213,-219
"5f6067975552dc000aa21f2a","Relaxed",436,351,186,101
"5f6067975552dc000aa21f2a","Calm",252,245,2,-5
"5f6067975552dc000aa21f2a","Sleepy",420,488,170,238
"5f6067975552dc000aa21f2a","Still",325,169,75,-81
"5f6067975552dc000aa21f2a","Quiet",159,332,-91,82
"5f6067975552dc000aa21f2a","Sluggish",138,380,-112,130
"5f6067975552dc000aa21f2a","Sad",27,486,-223,236
"5f6067975552dc000aa21f2a","Disappointed",81,451,-169,201
"5f6067975552dc000aa21f2a","Disgusted",48,453,-202,203
"5f6067975552dc000aa21f2a","Annoyed",120,196,-130,-54
"5f6067975552dc000aa21f2a","Angry",13,14,-237,-236
"5f6067975552dc000aa21f2a","Afraid",52,200,-198,-50
"5f6067975552dc000aa21f2a","Nervous",52,469,-198,219
"653f02673c461bbfd79d8789","Neutral",370,138,120,-112
"653f02673c461bbfd79d8789","Surprised",404,155,154,-95
"653f02673c461bbfd79d8789","Aroused",354,162,104,-88
"653f02673c461bbfd79d8789","Peppy",349,176,99,-74
"653f02673c461bbfd79d8789","Enthusiastic",369,163,119,-87
"653f02673c461bbfd79d8789","Happy",391,169,141,-81
"653f02673c461bbfd79d8789","Satisfied",395,149,145,-101
"653f02673c461bbfd79d8789","Relaxed",490,27,240,-223
"653f02673c461bbfd79d8789","Calm",436,103,186,-147
"653f02673c461bbfd79d8789","Sleepy",189,293,-61,43
"653f02673c461bbfd79d8789","Still",436,89,186,-161
"653f02673c461bbfd79d8789","Quiet",382,206,132,-44
"653f02673c461bbfd79d8789","Sluggish",208,343,-42,93
"653f02673c461bbfd79d8789","Sad",158,356,-92,106
"653f02673c461bbfd79d8789","Disappointed",425,118,175,-132
"653f02673c461bbfd79d8789","Disgusted",368,167,118,-83
"653f02673c461bbfd79d8789","Annoyed",175,350,-75,100
"653f02673c461bbfd79d8789","Angry",364,130,114,-120
"653f02673c461bbfd79d8789","Afraid",176,423,-74,173
"653f02673c461bbfd79d8789","Nervous",150,355,-100,105
"647c65c5acb91c89819c7970","Neutral",250,248,0,-2
"647c65c5acb91c89819c7970","Surprised",252,14,2,-236
"647c65c5acb91c89819c7970","Aroused",342,9,92,-241
"647c65c5acb91c89819c7970","Peppy",394,68,144,-182
"647c65c5acb91c89819c7970","Enthusiastic",469,29,219,-221
"647c65c5acb91c89819c7970","Happy",430,7,180,-243
"647c65c5acb91c89819c7970","Satisfied",488,8,238,-242
"647c65c5acb91c89819c7970","Relaxed",361,368,111,118
"647c65c5acb91c89819c7970","Calm",252,304,2,54
"647c65c5acb91c89819c7970","Sleepy",250,486,0,236
"647c65c5acb91c89819c7970","Still",251,394,1,144
"647c65c5acb91c89819c7970","Quiet",252,485,2,235
"647c65c5acb91c89819c7970","Sluggish",250,488,0,238
"647c65c5acb91c89819c7970","Sad",38,465,-212,215
"647c65c5acb91c89819c7970","Disappointed",25,352,-225,102
"647c65c5acb91c89819c7970","Disgusted",95,105,-155,-145
"647c65c5acb91c89819c7970","Annoyed",12,184,-238,-66
"647c65c5acb91c89819c7970","Angry",15,111,-235,-139
"647c65c5acb91c89819c7970","Afraid",7,60,-243,-190
"647c65c5acb91c89819c7970","Nervous",30,35,-220,-215
"63624e53b014a5fc8b293253","Neutral",250,249,0,-1
"63624e53b014a5fc8b293253","Surprised",250,71,0,-179
"63624e53b014a5fc8b293253","Aroused",464,49,214,-201
"63624e53b014a5fc8b293253","Peppy",452,31,202,-219
"63624e53b014a5fc8b293253","Enthusiastic",397,28,147,-222
"63624e53b014a5fc8b293253","Happy",467,46,217,-204
"63624e53b014a5fc8b293253","Satisfied",432,212,182,-38
"63624e53b014a5fc8b293253","Relaxed",481,432,231,182
"63624e53b014a5fc8b293253","Calm",343,448,93,198
"63624e53b014a5fc8b293253","Sleepy",251,445,1,195
"63624e53b014a5fc8b293253","Still",251,436,1,186
"63624e53b014a5fc8b293253","Quiet",253,439,3,189
"63624e53b014a5fc8b293253","Sluggish",43,441,-207,191
"63624e53b014a5fc8b293253","Sad",31,249,-219,-1
"63624e53b014a5fc8b293253","Disappointed",73,223,-177,-27
"63624e53b014a5fc8b293253","Disgusted",88,89,-162,-161
"63624e53b014a5fc8b293253","Annoyed",29,96,-221,-154
"63624e53b014a5fc8b293253","Angry",16,67,-234,-183
"63624e53b014a5fc8b293253","Afraid",43,32,-207,-218
"63624e53b014a5fc8b293253","Nervous",38,39,-212,-211
"64d9018822e7e4b15221223b","Neutral",250,249,0,-1
"64d9018822e7e4b15221223b","Surprised",250,94,0,-156
"64d9018822e7e4b15221223b","Aroused",252,15,2,-235
"64d9018822e7e4b15221223b","Peppy",395,115,145,-135
"64d9018822e7e4b15221223b","Enthusiastic",356,169,106,-81
"64d9018822e7e4b15221223b","Happy",339,128,89,-122
"64d9018822e7e4b15221223b","Satisfied",398,249,148,-1
"64d9018822e7e4b15221223b","Relaxed",387,427,137,177
"64d9018822e7e4b15221223b","Calm",362,389,112,139
"64d9018822e7e4b15221223b","Sleepy",377,435,127,185
"64d9018822e7e4b15221223b","Still",255,368,5,118
"64d9018822e7e4b15221223b","Quiet",270,308,20,58
"64d9018822e7e4b15221223b","Sluggish",106,403,-144,153
"64d9018822e7e4b15221223b","Sad",102,359,-148,109
"64d9018822e7e4b15221223b","Disappointed",143,390,-107,140
"64d9018822e7e4b15221223b","Disgusted",32,105,-218,-145
"64d9018822e7e4b15221223b","Annoyed",37,346,-213,96
"64d9018822e7e4b15221223b","Angry",NA,NA,NA,NA
"64d9018822e7e4b15221223b","Afraid",18,453,-232,203
"64d9018822e7e4b15221223b","Nervous",148,184,-102,-66
"5dd9f0e719eecb97dfab7b48","Neutral",249,242,-1,-8
"5dd9f0e719eecb97dfab7b48","Surprised",252,11,2,-239
"5dd9f0e719eecb97dfab7b48","Aroused",266,10,16,-240
"5dd9f0e719eecb97dfab7b48","Peppy",282,20,32,-230
"5dd9f0e719eecb97dfab7b48","Enthusiastic",471,31,221,-219
"5dd9f0e719eecb97dfab7b48","Happy",483,242,233,-8
"5dd9f0e719eecb97dfab7b48","Satisfied",486,230,236,-20
"5dd9f0e719eecb97dfab7b48","Relaxed",245,246,-5,-4
"5dd9f0e719eecb97dfab7b48","Calm",287,471,37,221
"5dd9f0e719eecb97dfab7b48","Sleepy",251,485,1,235
"5dd9f0e719eecb97dfab7b48","Still",251,248,1,-2
"5dd9f0e719eecb97dfab7b48","Quiet",255,246,5,-4
"5dd9f0e719eecb97dfab7b48","Sluggish",210,491,-40,241
"5dd9f0e719eecb97dfab7b48","Sad",8,242,-242,-8
"5dd9f0e719eecb97dfab7b48","Disappointed",29,472,-221,222
"5dd9f0e719eecb97dfab7b48","Disgusted",46,321,-204,71
"5dd9f0e719eecb97dfab7b48","Annoyed",45,98,-205,-152
"5dd9f0e719eecb97dfab7b48","Angry",25,26,-225,-224
"5dd9f0e719eecb97dfab7b48","Afraid",25,220,-225,-30
"5dd9f0e719eecb97dfab7b48","Nervous",30,45,-220,-205
"60ff9cd547748ee90eea62fc","Neutral",251,246,1,-4
"60ff9cd547748ee90eea62fc","Surprised",248,70,-2,-180
"60ff9cd547748ee90eea62fc","Aroused",250,21,0,-229
"60ff9cd547748ee90eea62fc","Peppy",313,183,63,-67
"60ff9cd547748ee90eea62fc","Enthusiastic",477,103,227,-147
"60ff9cd547748ee90eea62fc","Happy",450,205,200,-45
"60ff9cd547748ee90eea62fc","Satisfied",308,285,58,35
"60ff9cd547748ee90eea62fc","Relaxed",423,440,173,190
"60ff9cd547748ee90eea62fc","Calm",370,370,120,120
"60ff9cd547748ee90eea62fc","Sleepy",273,487,23,237
"60ff9cd547748ee90eea62fc","Still",252,447,2,197
"60ff9cd547748ee90eea62fc","Quiet",379,485,129,235
"60ff9cd547748ee90eea62fc","Sluggish",233,421,-17,171
"60ff9cd547748ee90eea62fc","Sad",51,489,-199,239
"60ff9cd547748ee90eea62fc","Disappointed",158,377,-92,127
"60ff9cd547748ee90eea62fc","Disgusted",31,403,-219,153
"60ff9cd547748ee90eea62fc","Annoyed",98,392,-152,142
"60ff9cd547748ee90eea62fc","Angry",20,98,-230,-152
"60ff9cd547748ee90eea62fc","Afraid",62,75,-188,-175
"60ff9cd547748ee90eea62fc","Nervous",192,134,-58,-116
"55b688fafdf99b26e287abd3","Neutral",253,250,3,0
"55b688fafdf99b26e287abd3","Surprised",250,44,0,-206
"55b688fafdf99b26e287abd3","Aroused",256,42,6,-208
"55b688fafdf99b26e287abd3","Peppy",276,46,26,-204
"55b688fafdf99b26e287abd3","Enthusiastic",428,78,178,-172
"55b688fafdf99b26e287abd3","Happy",448,228,198,-22
"55b688fafdf99b26e287abd3","Satisfied",429,248,179,-2
"55b688fafdf99b26e287abd3","Relaxed",429,445,179,195
"55b688fafdf99b26e287abd3","Calm",252,249,2,-1
"55b688fafdf99b26e287abd3","Sleepy",249,456,-1,206
"55b688fafdf99b26e287abd3","Still",251,461,1,211
"55b688fafdf99b26e287abd3","Quiet",254,474,4,224
"55b688fafdf99b26e287abd3","Sluggish",225,446,-25,196
"55b688fafdf99b26e287abd3","Sad",71,389,-179,139
"55b688fafdf99b26e287abd3","Disappointed",52,273,-198,23
"55b688fafdf99b26e287abd3","Disgusted",52,66,-198,-184
"55b688fafdf99b26e287abd3","Annoyed",120,59,-130,-191
"55b688fafdf99b26e287abd3","Angry",66,59,-184,-191
"55b688fafdf99b26e287abd3","Afraid",45,96,-205,-154
"55b688fafdf99b26e287abd3","Nervous",88,55,-162,-195
"63868eb7abcf3f247da6f52b","Neutral",252,248,2,-2
"63868eb7abcf3f247da6f52b","Surprised",320,171,70,-79
"63868eb7abcf3f247da6f52b","Aroused",335,162,85,-88
"63868eb7abcf3f247da6f52b","Peppy",407,165,157,-85
"63868eb7abcf3f247da6f52b","Enthusiastic",428,71,178,-179
"63868eb7abcf3f247da6f52b","Happy",418,186,168,-64
"63868eb7abcf3f247da6f52b","Satisfied",310,249,60,-1
"63868eb7abcf3f247da6f52b","Relaxed",403,274,153,24
"63868eb7abcf3f247da6f52b","Calm",412,355,162,105
"63868eb7abcf3f247da6f52b","Sleepy",425,457,175,207
"63868eb7abcf3f247da6f52b","Still",299,365,49,115
"63868eb7abcf3f247da6f52b","Quiet",332,385,82,135
"63868eb7abcf3f247da6f52b","Sluggish",130,454,-120,204
"63868eb7abcf3f247da6f52b","Sad",93,352,-157,102
"63868eb7abcf3f247da6f52b","Disappointed",30,160,-220,-90
"63868eb7abcf3f247da6f52b","Disgusted",48,149,-202,-101
"63868eb7abcf3f247da6f52b","Annoyed",33,124,-217,-126
"63868eb7abcf3f247da6f52b","Angry",27,16,-223,-234
"63868eb7abcf3f247da6f52b","Afraid",41,30,-209,-220
"63868eb7abcf3f247da6f52b","Nervous",67,179,-183,-71
"63852498bcb698988baa11c2","Neutral",249,247,-1,-3
"63852498bcb698988baa11c2","Surprised",249,131,-1,-119
"63852498bcb698988baa11c2","Aroused",253,131,3,-119
"63852498bcb698988baa11c2","Peppy",440,158,190,-92
"63852498bcb698988baa11c2","Enthusiastic",385,77,135,-173
"63852498bcb698988baa11c2","Happy",420,123,170,-127
"63852498bcb698988baa11c2","Satisfied",433,218,183,-32
"63852498bcb698988baa11c2","Relaxed",341,400,91,150
"63852498bcb698988baa11c2","Calm",384,210,134,-40
"63852498bcb698988baa11c2","Sleepy",314,367,64,117
"63852498bcb698988baa11c2","Still",250,388,0,138
"63852498bcb698988baa11c2","Quiet",251,371,1,121
"63852498bcb698988baa11c2","Sluggish",206,386,-44,136
"63852498bcb698988baa11c2","Sad",108,291,-142,41
"63852498bcb698988baa11c2","Disappointed",249,444,-1,194
"63852498bcb698988baa11c2","Disgusted",116,380,-134,130
"63852498bcb698988baa11c2","Annoyed",76,298,-174,48
"63852498bcb698988baa11c2","Angry",117,386,-133,136
"63852498bcb698988baa11c2","Afraid",123,356,-127,106
"63852498bcb698988baa11c2","Nervous",205,131,-45,-119
"5ef4d8b87faaa00c0dea0c4e","Neutral",252,249,2,-1
"5ef4d8b87faaa00c0dea0c4e","Surprised",251,97,1,-153
"5ef4d8b87faaa00c0dea0c4e","Aroused",308,71,58,-179
"5ef4d8b87faaa00c0dea0c4e","Peppy",402,103,152,-147
"5ef4d8b87faaa00c0dea0c4e","Enthusiastic",460,87,210,-163
"5ef4d8b87faaa00c0dea0c4e","Happy",468,156,218,-94
"5ef4d8b87faaa00c0dea0c4e","Satisfied",470,176,220,-74
"5ef4d8b87faaa00c0dea0c4e","Relaxed",423,296,173,46
"5ef4d8b87faaa00c0dea0c4e","Calm",465,429,215,179
"5ef4d8b87faaa00c0dea0c4e","Sleepy",251,442,1,192
"5ef4d8b87faaa00c0dea0c4e","Still",436,439,186,189
"5ef4d8b87faaa00c0dea0c4e","Quiet",400,357,150,107
"5ef4d8b87faaa00c0dea0c4e","Sluggish",92,428,-158,178
"5ef4d8b87faaa00c0dea0c4e","Sad",85,247,-165,-3
"5ef4d8b87faaa00c0dea0c4e","Disappointed",128,249,-122,-1
"5ef4d8b87faaa00c0dea0c4e","Disgusted",73,185,-177,-65
"5ef4d8b87faaa00c0dea0c4e","Annoyed",123,169,-127,-81
"5ef4d8b87faaa00c0dea0c4e","Angry",49,48,-201,-202
"5ef4d8b87faaa00c0dea0c4e","Afraid",34,30,-216,-220
"5ef4d8b87faaa00c0dea0c4e","Nervous",80,111,-170,-139
"647b94fa0a35e23330edcc2f","Neutral",252,249,2,-1
"647b94fa0a35e23330edcc2f","Surprised",496,179,246,-71
"647b94fa0a35e23330edcc2f","Aroused",295,144,45,-106
"647b94fa0a35e23330edcc2f","Peppy",470,193,220,-57
"647b94fa0a35e23330edcc2f","Enthusiastic",453,214,203,-36
"647b94fa0a35e23330edcc2f","Happy",474,151,224,-99
"647b94fa0a35e23330edcc2f","Satisfied",398,142,148,-108
"647b94fa0a35e23330edcc2f","Relaxed",405,238,155,-12
"647b94fa0a35e23330edcc2f","Calm",250,248,0,-2
"647b94fa0a35e23330edcc2f","Sleepy",214,235,-36,-15
"647b94fa0a35e23330edcc2f","Still",241,278,-9,28
"647b94fa0a35e23330edcc2f","Quiet",288,268,38,18
"647b94fa0a35e23330edcc2f","Sluggish",59,452,-191,202
"647b94fa0a35e23330edcc2f","Sad",65,296,-185,46
"647b94fa0a35e23330edcc2f","Disappointed",40,317,-210,67
"647b94fa0a35e23330edcc2f","Disgusted",23,489,-227,239
"647b94fa0a35e23330edcc2f","Annoyed",40,249,-210,-1
"647b94fa0a35e23330edcc2f","Angry",15,410,-235,160
"647b94fa0a35e23330edcc2f","Afraid",61,433,-189,183
